ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Income pm
1309,54,24,50,3,2,3,0,0,No,No,Yes,Yes,16.67
1310,38,14,71,4,2,3,0,0,No,No,No,No,17.75
1311,62,36,21,3,0.3,3,0,0,No,No,No,No,7
1312,37,11,35,2,0.8,3,125,0,No,No,No,No,17.5
1313,46,21,42,1,2.4,1,0,0,No,No,Yes,Yes,42
1314,52,27,78,4,3.6,3,141,0,No,No,Yes,No,19.5
1315,32,6,73,4,2.2,2,0,0,No,No,No,No,18.25
1316,49,25,53,2,1,3,181,0,No,No,No,No,26.5
1317,28,3,51,2,1.6,3,123,0,No,No,No,No,25.5
1318,55,30,40,2,2.3,3,0,0,No,No,Yes,No,20
1319,52,26,178,1,1,1,0,0,No,No,No,No,178
1320,32,6,35,2,0.3,1,0,0,No,No,No,Yes,17.5
1321,31,7,192,1,0,2,0,1,No,No,Yes,No,192
1322,27,3,123,1,5.4,1,0,0,No,No,No,No,123
1323,32,5,48,2,1.66666666666667,2,0,0,Yes,Yes,Yes,Yes,24
1324,52,26,45,3,0.6,2,0,0,No,No,No,No,15
1325,52,28,15,1,0.2,1,0,0,No,No,Yes,No,15
1326,50,24,79,1,0.3,1,120,0,No,No,Yes,No,79
1327,32,5,63,4,2,2,0,0,Yes,No,Yes,No,15.75
1328,61,35,30,2,0.2,3,0,0,No,No,Yes,No,15
1329,60,36,145,4,6.9,1,380,1,No,No,No,Yes,36.25
1330,28,4,32,3,1,2,0,0,No,No,No,No,10.67
1331,34,9,64,2,0.1,1,224,0,No,No,Yes,Yes,32
1332,31,7,84,1,0.1,1,0,0,No,No,Yes,No,84
1333,31,5,21,1,0.4,2,0,0,No,No,Yes,No,21
1334,62,38,99,4,1.7,2,0,0,No,No,Yes,No,24.75
1335,47,22,35,2,1.3,1,0,0,No,No,Yes,No,17.5
1336,50,24,180,1,1.7,1,0,0,No,No,Yes,Yes,180
1337,36,12,42,1,1.33333333333333,1,0,0,No,No,Yes,No,42
1339,51,27,42,4,0.1,3,0,0,No,No,No,No,10.5
1340,52,25,180,2,9,2,297,1,No,No,Yes,No,90
1341,35,11,82,4,3.4,1,0,0,No,No,No,No,20.5
1342,42,16,55,2,0.7,1,149,0,No,No,No,No,27.5
1343,36,12,79,2,2.2,1,0,0,No,No,Yes,No,39.5
1344,41,17,48,2,0.6,3,215,0,No,No,No,Yes,24
1345,49,25,93,1,2.7,1,0,0,Yes,No,Yes,No,93
1346,57,32,23,2,0.2,3,0,0,No,No,No,No,11.5
1347,44,20,50,3,2.33333333333333,1,200,0,No,No,No,No,16.67
1348,60,34,85,2,2,1,0,0,No,No,Yes,No,42.5
1349,38,14,35,1,1.5,2,97,0,No,No,Yes,No,35
1350,26,2,171,3,6,2,0,1,No,No,Yes,No,57
1351,29,2,29,4,1.5,2,0,0,No,No,No,Yes,7.25
1352,59,35,84,1,1.8,3,0,0,No,No,Yes,Yes,84
1353,51,27,20,4,0.5,2,0,0,No,No,Yes,No,5
1354,50,25,14,1,0.4,3,0,0,No,No,Yes,Yes,14
1355,35,10,179,1,8.6,1,357,0,No,No,No,No,179
1356,61,37,48,1,0.8,1,158,0,No,No,Yes,No,48
1357,42,16,74,1,2.8,1,0,0,No,No,Yes,No,74
1358,55,29,53,1,1.4,1,0,0,No,No,No,No,53
1359,50,25,83,1,2.8,2,0,0,No,No,Yes,Yes,83
1360,64,40,171,2,2.1,1,433,0,No,No,No,No,85.5
1361,54,28,85,4,4.9,1,0,0,No,No,Yes,No,21.25
1362,50,26,38,4,0.9,2,0,0,No,No,Yes,No,9.5
1363,31,5,85,3,1.6,1,157,0,No,No,Yes,Yes,28.33
1364,32,8,79,1,0.1,1,0,0,No,No,No,No,79
1365,44,19,69,4,0.4,1,0,0,No,No,No,No,17.25
1366,60,35,43,3,0.9,3,0,0,No,No,Yes,Yes,14.33
1367,60,34,33,2,0.3,1,101,0,No,No,Yes,No,16.5
1368,62,38,42,3,0.1,3,149,0,No,No,No,Yes,14
1369,46,21,40,4,1.9,3,122,0,No,No,Yes,No,10
1370,57,33,43,1,1.8,3,0,0,No,No,No,No,43
1371,30,5,20,4,0.5,3,117,0,No,No,No,No,5
1372,58,32,65,3,2.5,1,222,0,No,No,Yes,No,21.67
1373,39,13,139,3,3.4,1,483,1,No,No,Yes,No,46.33
1374,60,35,135,3,0.3,3,0,1,No,No,Yes,No,45
1375,59,34,84,3,1.6,3,0,0,No,No,Yes,No,28
1376,50,26,179,1,2.9,3,0,1,No,No,No,Yes,179
1377,63,39,45,4,1.3,2,86,0,No,No,No,No,11.25
1378,27,3,109,2,2.5,1,0,0,No,No,Yes,No,54.5
1379,54,29,34,4,0.1,3,0,0,No,No,Yes,No,8.5
1380,62,37,162,1,1.3,1,0,0,No,No,Yes,No,162
1381,60,34,105,2,1.4,1,0,0,No,No,Yes,No,52.5
1382,38,12,22,3,0.2,2,0,0,No,No,Yes,No,7.33
1383,34,8,82,2,1.8,1,178,0,No,No,Yes,Yes,41
1384,65,41,105,4,1.7,2,230,0,Yes,No,Yes,No,26.25
1385,55,31,62,1,1.8,3,0,0,No,No,Yes,No,62
1386,57,31,82,2,2,1,83,0,No,No,No,Yes,41
1387,27,3,72,4,0,1,0,0,No,No,Yes,No,18
1388,35,10,38,4,1.7,1,0,0,No,No,Yes,Yes,9.5
1389,52,28,25,4,1,1,0,0,No,No,No,No,6.25
1390,45,15,20,1,0.75,3,0,0,No,No,Yes,No,20
1391,29,3,80,4,1.8,2,0,0,No,No,Yes,Yes,20
1392,44,18,84,3,1.1,1,0,0,No,No,No,No,28
1393,47,23,33,1,1,1,0,0,No,No,Yes,Yes,33
1394,62,37,55,3,0.9,3,0,0,No,No,Yes,No,18.33
1395,52,27,33,2,0.7,2,0,0,No,No,No,Yes,16.5
1396,47,23,190,4,0.3,3,305,1,No,No,No,No,47.5
1397,42,18,43,1,0.3,3,158,0,No,No,No,No,43
1398,65,41,45,3,0.1,3,0,0,No,No,Yes,No,15
1399,42,18,141,1,3.5,1,0,0,No,No,No,No,141
1400,40,16,69,4,2.4,1,0,0,No,No,Yes,No,17.25
1401,32,8,78,4,0.1,2,0,0,No,No,Yes,No,19.5
1402,40,15,84,1,3.7,3,0,0,No,No,Yes,No,84
1403,55,29,172,1,5.2,2,0,1,No,No,No,No,172
1404,32,6,51,4,0.2,1,154,0,Yes,No,No,Yes,12.75
1405,58,28,75,1,1.4,3,0,0,No,No,Yes,No,75
1406,46,22,183,1,3.1,2,0,1,No,Yes,Yes,Yes,183
1407,53,23,20,4,0.4,3,0,0,No,No,Yes,Yes,5
1408,63,39,101,2,3.9,3,294,1,No,No,Yes,No,50.5
1409,40,14,129,1,5.9,3,0,1,No,No,Yes,No,129
1410,41,17,63,2,3.2,1,0,0,No,No,No,No,31.5
1411,60,35,44,4,2.1,1,0,0,No,No,No,No,11
1412,65,39,184,1,5.4,3,176,1,No,Yes,Yes,Yes,184
1413,59,33,100,2,2,1,127,0,No,No,No,No,50
1414,48,24,12,3,0.4,1,0,0,No,No,No,No,4
1415,59,33,68,2,2.3,3,128,0,Yes,No,Yes,No,34
1416,33,8,48,1,1,1,212,0,No,No,Yes,No,48
1417,40,15,82,2,0.4,1,0,0,No,No,No,No,41
1418,42,18,52,2,2.5,1,0,0,No,No,No,No,26
1419,65,41,154,2,4.6,2,0,1,Yes,Yes,Yes,Yes,77
1420,30,4,39,1,1.5,1,0,0,No,No,No,Yes,39
1421,30,4,40,1,0.3,1,0,0,No,Yes,Yes,Yes,40
1422,42,17,54,4,1.9,3,164,0,No,No,No,No,13.5
1423,32,8,32,2,1,2,103,0,No,Yes,Yes,Yes,16
1424,55,30,64,2,2.3,3,0,0,No,No,No,No,32
1425,29,3,92,2,1.3,1,287,0,No,No,Yes,No,46
1426,64,38,40,1,2.5,3,94,0,No,No,Yes,Yes,40
1427,37,11,60,3,0.5,3,0,0,No,No,Yes,No,20
1428,31,5,85,2,1.3,1,119,0,No,No,Yes,Yes,42.5
1430,31,5,35,1,0.6,3,171,0,No,No,No,No,35
1431,32,7,52,2,0.1,1,0,0,No,No,Yes,No,26
1432,58,34,128,1,7.4,1,0,0,No,No,No,No,128
1433,26,2,195,1,6.33333333333333,1,0,0,No,No,No,No,195
1434,51,25,68,2,1.5,2,117,0,No,No,No,Yes,34
1435,65,41,55,2,1.1,1,0,0,No,No,No,No,27.5
1436,43,17,55,1,0.2,1,0,0,No,No,Yes,No,55
1437,46,21,80,4,0.4,1,0,0,No,No,Yes,Yes,20
1438,28,3,123,1,0.8,1,146,0,No,No,No,No,123
1439,63,37,90,4,1.9,2,106,0,Yes,No,Yes,No,22.5
1440,59,29,61,1,1.4,3,0,0,No,No,No,No,61
1441,42,15,41,3,2.5,2,0,0,No,No,Yes,No,13.67
1442,58,33,43,2,1.6,3,0,0,No,No,Yes,No,21.5
1443,39,13,71,3,0.1,1,162,0,Yes,No,Yes,No,23.67
1444,36,12,25,4,1,1,0,0,No,No,Yes,No,6.25
1445,60,33,154,1,3,2,0,1,Yes,Yes,Yes,No,154
1446,47,21,141,1,2.4,1,0,0,No,No,No,No,141
1447,29,4,22,2,0.9,3,110,0,No,No,No,No,11
1448,52,28,145,2,6.8,1,0,0,No,No,Yes,No,72.5
1449,41,16,49,3,0.5,3,0,0,No,No,Yes,No,16.33
1450,63,37,109,1,2,1,0,0,No,No,Yes,No,109
1451,59,34,80,3,0.5,1,0,0,No,No,Yes,Yes,26.67
1452,44,20,82,4,1.4,2,201,0,No,No,Yes,Yes,20.5
1453,54,28,52,4,2.5,1,0,0,No,No,Yes,No,13
1454,29,5,85,3,2.5,1,0,0,No,No,Yes,Yes,28.33
1455,51,25,148,1,1,1,0,0,No,No,No,No,148
1456,63,39,160,2,2.1,1,0,0,No,No,No,Yes,80
1457,36,11,39,4,1.7,1,0,0,No,No,Yes,No,9.75
1458,42,16,25,2,0.8,3,0,0,No,No,No,Yes,12.5
1459,51,25,33,1,1.4,3,0,0,No,No,Yes,Yes,33
1460,47,20,38,3,2.5,2,0,0,No,No,No,No,12.67
1461,40,16,85,4,0.2,3,0,0,No,No,Yes,Yes,21.25
1462,54,28,48,1,0.2,1,0,0,No,No,Yes,No,48
1463,47,21,15,4,0.6,3,77,0,No,No,Yes,No,3.75
1464,35,10,94,1,0,1,174,0,No,No,Yes,No,94
1465,28,4,120,2,0.6,1,0,0,No,No,Yes,No,60
1466,45,19,60,1,0.7,3,159,0,No,No,Yes,No,60
1467,33,9,145,2,4.33333333333333,1,277,0,No,No,No,Yes,72.5
1468,62,36,29,2,0.7,3,0,0,No,No,No,No,14.5
1469,45,18,78,3,2.66666666666667,2,0,0,No,No,Yes,No,26
1470,59,35,59,4,1.2,2,0,0,No,No,Yes,No,14.75
1471,58,28,80,2,4.5,3,0,0,No,No,No,Yes,40
1472,52,26,180,1,1,1,0,0,No,No,Yes,Yes,180
1473,34,8,8,3,0.1,2,83,0,No,No,Yes,No,2.67
1474,65,35,23,1,1.5,3,0,0,No,No,Yes,No,23
1475,48,23,79,2,3.8,3,0,0,No,No,Yes,No,39.5
1476,44,19,78,2,3.8,3,268,0,No,No,No,No,39
1477,61,37,64,1,0,2,0,0,No,No,No,Yes,64
1478,40,14,64,4,0.2,3,0,0,No,No,Yes,Yes,16
1479,65,39,160,4,3.8,1,237,1,No,No,Yes,No,40
1480,28,4,43,1,1,3,102,0,No,No,No,No,43
1481,67,42,32,1,1.1,3,0,0,No,No,No,Yes,32
1482,35,9,179,2,0,1,76,0,Yes,No,Yes,No,89.5
1483,60,35,8,1,0.1,1,0,0,No,No,Yes,No,8
1484,58,32,63,1,1.6,1,0,0,Yes,No,Yes,No,63
1485,55,30,40,2,2.3,3,0,0,Yes,No,Yes,No,20
1486,34,9,99,4,2.2,2,155,0,No,No,Yes,No,24.75
1487,35,9,141,2,4.5,2,0,1,No,No,No,No,70.5
1488,28,4,159,1,1.5,1,0,0,No,No,Yes,Yes,159
1489,38,12,39,2,0.3,1,174,0,No,No,Yes,No,19.5
1490,62,38,99,4,1.7,2,0,0,No,No,No,No,24.75
1491,30,4,18,4,0.3,2,0,0,No,No,Yes,Yes,4.5
1492,38,12,38,2,0.3,1,0,0,No,No,Yes,Yes,19
1493,33,8,133,1,0,1,0,0,No,No,Yes,No,133
1494,58,34,84,2,2.8,1,0,0,No,No,Yes,Yes,42
1495,59,35,60,1,0,2,0,0,No,No,Yes,Yes,60
1496,52,28,178,3,5.4,3,147,1,No,No,Yes,No,59.33
1497,36,12,18,1,0.5,3,0,0,No,No,No,Yes,18
1498,45,21,73,1,0.8,3,0,0,No,No,Yes,No,73
1499,49,23,125,1,7.3,1,0,0,No,No,No,No,125
1500,52,26,91,1,4.3,2,0,1,No,Yes,Yes,Yes,91
1501,54,28,74,2,1.1,1,0,0,No,No,Yes,No,37
1502,30,4,35,2,0.3,2,0,0,Yes,No,No,Yes,17.5
1503,65,39,113,1,2,1,0,0,No,No,Yes,Yes,113
1504,34,8,52,4,2.2,2,0,0,No,No,No,No,13
1505,30,6,191,2,4.4,2,0,1,No,No,Yes,No,95.5
1506,51,25,18,1,0.3,3,93,0,No,No,No,Yes,18
1507,52,27,25,2,0,1,0,0,No,No,Yes,Yes,12.5
1508,43,18,50,4,1.9,3,0,0,No,No,No,No,12.5
1509,35,10,75,4,0.7,3,0,0,No,No,Yes,Yes,18.75
1510,56,26,92,2,4.5,3,0,0,Yes,No,No,Yes,46
1511,57,32,33,2,2,2,0,0,No,No,Yes,No,16.5
1512,58,32,65,3,2.2,3,0,0,No,No,No,No,21.67
1513,53,28,44,3,1.7,1,0,0,No,No,No,No,14.67
1514,45,21,183,2,1.4,1,354,0,No,No,No,No,91.5
1515,44,20,175,2,1.4,1,0,0,No,No,Yes,Yes,87.5
1516,54,28,28,4,1.5,3,0,0,No,No,Yes,Yes,7
1517,41,17,49,4,2.2,2,0,0,No,No,No,No,12.25
1518,52,26,45,4,1.8,1,0,0,No,No,Yes,No,11.25
1519,43,17,64,4,3,3,221,1,No,No,Yes,No,16
1520,63,38,22,3,0.1,3,90,0,No,No,Yes,No,7.33
1521,54,30,120,1,7.4,1,119,0,No,No,Yes,Yes,120
1522,33,8,175,2,6.7,1,102,0,No,No,Yes,No,87.5
1524,41,16,104,1,1,3,0,0,No,No,Yes,No,104
1525,40,16,155,4,0.1,3,0,1,No,Yes,Yes,Yes,38.75
1526,43,18,58,1,2.4,1,0,0,No,No,No,No,58
1527,36,10,80,4,2.2,2,0,0,No,No,Yes,No,20
1528,57,33,45,1,1.8,3,195,0,No,No,No,No,45
1529,34,9,134,1,4.6,1,164,0,Yes,No,Yes,No,134
1530,38,14,58,4,2,3,153,0,Yes,No,No,No,14.5
1531,47,21,20,1,0.2,1,0,0,No,No,Yes,Yes,20
1532,39,13,25,4,1.5,3,0,0,No,No,Yes,No,6.25
1533,45,20,55,1,0.3,1,0,0,No,No,Yes,Yes,55
1534,62,37,155,1,1.3,1,0,0,No,No,No,No,155
1535,59,34,30,1,1.3,1,0,0,No,No,Yes,Yes,30
1536,61,37,39,4,0.4,1,0,0,No,No,Yes,Yes,9.75
1537,36,12,73,4,2,3,188,0,No,No,Yes,No,18.25
1538,58,34,41,4,1.3,1,0,0,No,No,Yes,No,10.25
1539,55,30,34,4,0.1,3,157,0,No,No,Yes,No,8.5
1540,29,5,21,3,0.9,3,119,0,No,No,No,No,7
1541,34,8,11,4,0.3,1,0,0,Yes,Yes,Yes,Yes,2.75
1542,61,35,154,2,6.9,1,0,0,No,No,No,No,77
1543,50,20,19,4,0.4,3,0,0,No,No,No,No,4.75
1544,52,26,101,2,2.4,2,0,0,No,No,Yes,No,50.5
1545,39,15,24,1,1,1,116,0,No,No,Yes,Yes,24
1546,55,29,131,2,2.7,1,0,0,Yes,No,No,No,65.5
1547,33,9,105,1,4,1,0,0,No,No,Yes,No,105
1548,47,21,52,1,1.2,2,194,0,No,No,No,No,52
1549,57,32,21,4,0.9,2,113,0,Yes,No,No,No,5.25
1550,57,31,45,3,1.4,1,198,0,No,No,Yes,No,15
1551,40,14,39,1,2,1,0,0,No,No,Yes,No,39
1552,50,25,192,2,2.8,1,238,0,No,No,No,Yes,96
1553,29,5,195,1,4.3,1,0,0,No,No,No,No,195
1554,46,22,83,3,0.7,1,0,0,No,No,No,No,27.67
1555,42,15,34,3,1,2,0,0,Yes,No,Yes,No,11.33
1556,59,33,49,4,1.7,2,104,0,No,No,Yes,No,12.25
1557,31,1,60,4,4,3,244,0,No,No,No,No,15
1558,51,25,41,4,1.8,1,0,0,No,No,No,No,10.25
1559,35,10,72,3,2.3,1,285,0,No,No,No,No,24
1560,59,35,102,4,3,2,115,1,No,No,Yes,No,25.5
1561,35,10,31,3,1.3,1,0,0,No,No,No,No,10.33
1562,46,20,73,1,1.5,2,128,0,No,No,Yes,No,73
1563,34,9,89,1,0,1,0,0,No,No,Yes,No,89
1564,55,29,19,4,0.7,3,121,0,Yes,No,No,Yes,4.75
1565,64,40,63,4,1.2,2,0,0,No,No,Yes,No,15.75
1566,34,9,104,3,1.2,3,0,0,No,No,Yes,No,34.67
1567,61,35,40,1,0.8,2,128,0,No,No,Yes,No,40
1568,63,39,92,2,0,3,0,0,No,No,Yes,No,46
1569,59,33,72,2,0.7,2,226,0,No,No,No,No,36
1570,51,27,44,3,1.9,2,141,0,No,No,No,No,14.67
1571,41,16,114,4,3.5,1,0,1,No,No,No,Yes,28.5
1572,37,13,73,4,2.4,1,0,0,No,No,No,No,18.25
1573,64,40,63,4,1.2,2,0,0,Yes,No,No,Yes,15.75
1574,44,20,69,1,0.8,3,184,0,No,Yes,Yes,Yes,69
1575,62,37,42,3,1.5,1,0,0,No,No,Yes,No,14
1576,50,26,88,1,2.7,1,0,0,No,No,Yes,No,88
1577,43,18,98,2,0.4,1,0,0,No,No,Yes,No,49
1578,34,8,65,1,3,1,227,1,No,No,Yes,No,65
1579,38,13,12,2,0.3,2,104,0,Yes,No,Yes,No,6
1580,29,5,122,4,3,1,0,1,No,No,No,Yes,30.5
1581,39,14,12,2,0,3,0,0,No,No,No,No,6
1582,53,29,24,2,0.2,1,0,0,No,No,No,Yes,12
1583,43,19,170,4,4.25,1,318,1,No,Yes,Yes,Yes,42.5
1584,61,36,184,4,2.3,2,342,1,No,Yes,Yes,Yes,46
1585,46,20,25,4,0.6,3,125,0,No,No,No,No,6.25
1586,57,31,131,2,2.7,1,0,0,No,No,No,No,65.5
1587,59,33,50,2,2.3,3,0,0,No,No,No,Yes,25
1588,52,28,21,2,0.4,1,0,0,Yes,No,Yes,No,10.5
1589,29,3,55,3,1.1,2,0,0,No,No,Yes,No,18.33
1590,57,32,124,1,0.2,2,0,1,No,No,Yes,No,124
1591,49,23,58,4,2.6,1,188,0,No,No,No,No,14.5
1592,39,13,72,2,2.8,1,0,0,No,No,Yes,No,36
1593,56,31,192,1,7,3,0,1,No,Yes,Yes,No,192
1594,63,38,83,3,1.8,2,0,0,No,No,Yes,No,27.67
1595,37,12,93,1,2.8,1,0,0,Yes,No,Yes,No,93
1596,56,26,38,3,1,3,110,0,Yes,No,Yes,No,12.67
1597,45,20,55,4,1.9,3,164,0,Yes,No,No,No,13.75
1598,66,41,11,3,0.1,3,0,0,Yes,No,No,Yes,3.67
1599,40,15,85,2,0.4,1,0,0,Yes,No,No,No,42.5
1600,50,24,124,1,4.9,1,266,0,No,No,Yes,No,124
1601,60,36,129,2,6,1,0,0,No,No,Yes,No,64.5
1602,31,7,180,1,4.3,1,0,0,No,No,No,No,180
1603,40,14,74,4,1.4,2,0,0,No,No,Yes,No,18.5
1604,36,6,138,1,7,3,86,1,No,No,Yes,No,138
1605,55,29,111,2,3.6,3,0,1,No,No,No,Yes,55.5
1606,54,28,83,3,0.8,1,0,0,No,No,Yes,No,27.67
1607,35,10,33,4,1.7,1,87,0,No,No,Yes,No,8.25
1608,55,29,21,4,0.7,3,0,0,No,No,No,No,5.25
1609,36,10,35,2,0.3,1,98,0,No,No,Yes,No,17.5
1610,66,41,105,1,0.8,3,0,0,Yes,Yes,Yes,Yes,105
1611,38,14,103,1,0.8,2,0,0,No,No,No,Yes,103
1612,58,32,75,2,2.3,3,0,0,No,No,No,No,37.5
1613,41,17,33,1,0.7,1,104,0,No,No,No,No,33
1614,60,34,52,4,1.7,2,0,0,Yes,No,Yes,No,13
1615,47,23,89,1,2.6,2,0,0,Yes,Yes,Yes,Yes,89
1616,62,36,63,1,2.5,3,0,0,No,No,No,No,63
1617,48,23,84,4,3.1,2,0,1,Yes,Yes,Yes,No,21
1618,61,36,44,4,2.1,1,0,0,No,No,No,No,11
1619,29,3,29,3,1,1,0,0,No,No,Yes,Yes,9.67
1620,45,21,29,1,0.3,3,0,0,No,No,Yes,No,29
1621,39,14,22,2,0.3,2,0,0,No,No,Yes,No,11
1622,31,6,53,4,2.2,1,114,0,No,No,Yes,No,13.25
1623,39,14,24,2,0.3,2,0,0,No,No,Yes,No,12
1624,63,38,153,1,1.3,1,455,0,No,No,No,No,153
1625,28,2,31,2,0.3,2,0,0,Yes,No,Yes,No,15.5
1626,56,30,21,2,0.7,2,0,0,No,No,Yes,No,10.5
1627,31,6,180,2,6.7,1,0,0,No,No,No,No,90
1628,46,20,82,3,0.7,2,0,0,No,No,Yes,Yes,27.33
1629,42,18,90,4,0.8,1,245,0,Yes,No,No,No,22.5
1630,53,29,154,4,7.4,3,0,1,No,No,No,No,38.5
1631,41,17,99,2,1.8,2,0,0,No,No,Yes,Yes,49.5
1632,61,36,153,1,2.6,2,0,1,Yes,Yes,No,Yes,153
1633,31,5,93,2,3.1,2,0,1,No,No,Yes,No,46.5
1634,62,38,53,1,0,2,0,0,No,No,No,No,53
1635,59,34,18,3,1.3,2,104,0,No,Yes,Yes,Yes,6
1636,49,24,70,1,2.9,1,0,0,No,No,No,No,70
1637,65,39,100,4,1.7,3,0,0,No,No,No,Yes,25
1638,30,6,193,3,6.3,3,0,1,No,No,Yes,No,64.33
1639,32,7,125,1,0,1,0,0,No,No,Yes,Yes,125
1640,56,31,68,2,0,3,0,0,Yes,No,Yes,No,34
1641,36,10,55,1,2,1,95,0,No,No,Yes,No,55
1642,58,34,152,4,3.6,3,0,1,No,No,No,No,38
1643,27,3,84,3,1.5,1,0,0,No,No,Yes,Yes,28
1644,41,16,13,2,0,3,0,0,No,No,Yes,No,6.5
1645,59,35,33,4,0.4,1,131,0,No,No,No,Yes,8.25
1646,56,32,89,4,1,2,90,0,Yes,No,Yes,No,22.25
1647,52,26,93,1,2.4,1,0,0,No,No,Yes,No,93
1648,35,5,68,4,1.8,3,0,0,No,No,No,No,17
1649,47,21,85,2,1.7,2,0,0,No,No,No,Yes,42.5
1650,29,4,73,1,0.8,2,0,0,No,No,Yes,No,73
1651,31,6,83,4,2.2,2,106,0,No,No,Yes,No,20.75
1652,62,36,158,2,6.3,3,0,1,No,No,Yes,No,79
1653,48,18,182,4,6,3,0,1,No,No,Yes,No,45.5
1654,26,1,24,2,0.9,3,123,0,No,No,No,Yes,12
1655,60,34,102,2,2,1,0,0,No,No,Yes,Yes,51
1656,35,11,53,3,2.8,1,0,0,No,No,No,No,17.67
1657,40,15,175,2,3.3,1,0,0,No,No,Yes,No,87.5
1658,31,5,28,3,1,1,0,0,No,No,Yes,No,9.33
1659,50,25,14,4,0.8,1,0,0,No,No,Yes,No,3.5
1660,33,7,139,1,4,3,106,1,No,Yes,Yes,Yes,139
1661,37,11,34,3,0.9,1,0,0,No,No,Yes,No,11.33
1662,38,14,64,1,1.5,3,0,0,No,No,No,Yes,64
1663,63,38,84,4,0.1,2,0,0,No,No,No,No,21
1664,57,32,42,3,0.5,2,0,0,Yes,No,Yes,No,14
1665,61,35,63,1,1.6,1,0,0,No,No,Yes,No,63
1666,37,12,100,3,1.2,3,341,0,No,No,Yes,Yes,33.33
1667,51,25,190,2,4.2,2,0,1,No,No,Yes,No,95
1668,44,20,22,1,1,1,91,0,No,No,No,No,22
1669,63,37,20,1,0.8,2,0,0,Yes,No,No,Yes,20
1670,43,18,21,2,1.4,2,0,0,No,No,Yes,Yes,10.5
1671,38,14,25,4,0.4,2,101,0,No,No,Yes,No,6.25
1672,34,9,20,4,1.1,3,0,0,No,No,Yes,No,5
1673,48,23,173,3,0.2,1,0,1,No,Yes,Yes,Yes,57.67
1674,29,5,81,2,2.5,1,0,0,No,No,No,Yes,40.5
1675,37,11,139,2,0.8,2,421,1,No,No,Yes,No,69.5
1676,60,35,119,2,3.9,1,0,0,Yes,No,Yes,No,59.5
1677,46,20,74,4,2.6,3,104,0,No,No,Yes,No,18.5
1678,34,10,42,1,1.5,2,131,0,No,No,No,No,42
1679,56,30,73,2,1.1,1,0,0,No,No,No,No,36.5
1680,57,31,114,4,5.2,1,0,1,Yes,Yes,Yes,No,28.5
1681,62,36,44,2,1,3,0,0,No,No,No,No,22
1682,32,8,141,2,4.33333333333333,1,0,0,No,No,No,No,70.5
1683,51,26,14,2,0,1,103,0,No,No,Yes,No,7
1684,55,29,33,2,0.4,3,0,0,No,No,No,No,16.5
1685,60,34,83,2,2,1,249,0,No,No,No,No,41.5
1686,40,16,89,4,0.8,1,155,0,No,No,Yes,No,22.25
1687,62,38,39,4,2.2,1,0,0,Yes,No,Yes,No,9.75
1688,63,39,83,3,2,3,0,0,No,No,Yes,Yes,27.67
1689,60,34,108,2,2,1,359,0,No,No,Yes,No,54
1690,59,34,21,3,1.3,2,0,0,No,No,Yes,Yes,7
1691,26,1,102,1,1.9,1,0,0,No,No,No,No,102
1692,56,32,48,1,1.6,3,0,0,No,No,No,Yes,48
1693,58,32,32,3,1.4,1,0,0,No,No,Yes,No,10.67
1694,57,31,43,1,0.2,1,0,0,No,No,No,No,43
1695,48,23,35,4,0.4,2,118,0,No,No,No,No,8.75
1696,30,6,184,1,6,1,0,0,No,No,Yes,No,184
1697,45,21,140,2,7.6,1,132,0,No,No,No,No,70
1698,64,38,32,3,0.7,2,0,0,No,No,Yes,Yes,10.67
1699,44,20,149,1,1.7,1,0,0,No,No,Yes,No,149
1700,51,25,15,4,0.6,3,0,0,No,No,No,Yes,3.75
1701,43,16,71,3,2.33333333333333,2,0,0,No,No,No,No,23.67
1702,29,3,108,4,1.8,2,0,0,No,No,No,No,27
1703,56,30,122,2,0.5,1,0,0,No,No,No,Yes,61
1704,65,41,40,3,0.1,3,0,0,No,No,Yes,No,13.33
1705,46,22,198,2,6.66666666666667,1,0,0,No,No,No,Yes,99
1706,48,24,79,4,1.4,2,0,0,Yes,No,No,Yes,19.75
1707,56,31,84,1,0.1,3,0,0,No,No,Yes,No,84
1708,61,37,31,3,0.4,2,0,0,No,No,No,Yes,10.33
1709,46,20,12,4,0.6,3,0,0,No,No,No,Yes,3
1710,58,34,88,2,1.6,1,0,0,No,No,Yes,Yes,44
1711,31,5,29,2,0.3,2,131,0,No,No,Yes,Yes,14.5
1712,27,3,201,1,6.33333333333333,1,158,0,No,No,Yes,No,201
1713,44,20,20,1,1.4,3,0,0,No,No,No,No,20
1714,44,20,15,1,1,1,0,0,No,No,Yes,No,15
1715,51,27,155,2,0.4,1,107,0,No,No,No,Yes,77.5
1716,39,13,25,3,0.2,2,0,0,No,No,Yes,No,8.33
1717,32,8,200,2,6.5,1,565,0,No,No,Yes,No,100
1718,33,7,101,1,2.7,2,233,0,No,No,No,No,101
1719,40,16,19,4,0.4,2,0,0,No,No,Yes,Yes,4.75
1720,36,12,188,2,6.5,1,0,0,No,No,Yes,Yes,94
1721,52,28,8,1,0.3,1,0,0,No,No,Yes,No,8
1722,54,29,59,2,2.3,3,152,0,No,No,Yes,No,29.5
1723,26,2,72,4,2.6,1,0,0,Yes,Yes,Yes,No,18
